busstop,trips
"Nagavara,NAGAVARA,IN FRONT OF VASAVI GENERAL STORES","366"
"Vasanthappa Block,GANGANAGARA,IN FRONT OF RADHAKRISHNA ENGLISH SCHOOL","366"
"Kadirenahalli Village,KADIRENAHALLI,IN FRONT OF STATE BANK OF MYSORE","368"
"Hennur Bande","370"
"Marenahalli JPnagar Road,JP NAGARA 1ST PHASE,BESIDE VIVEKS SHOW ROOM","370"
"Muneshwaranagara Nandini Layout,NANDINI LAYOUT,IN FRONT OF RANGANATHA SWAMY KABBINA MANDI","370"
"Ramohalli Cross,KUMBALAGUDU,IN FRONT OF RAJARAJESHWARI DENTAL COLLEGE & HOSPITAL","370"
"Shankar Mutt,BASAVESHWARANAGARA,BESIDE HONEY-B BAKERY, INDIAN HEALTH CENTER","370"
"CMRIT,KUNDALAHALLI,IN FRONT OF CMR INSTITUTE OF TECHNOLOGY","372"
"Church,JAYANAGARA 4TH T BLOCK,BESIDE POORNIMA CONVENTION","372"
"Graphite India","372"
"Hebbagodi,HEBBAGODI,OPPOSITE OF SHRI PRASANNA ANJANEYA SWAMI TEMPLE","372"
"Bommanahalli,MADHESHWARA NAGARA,BESIDE S.R.S.TRAVELS, BLACKBIRD GARMENTS","374"
"EMC2","374"
"Nagavara","376"
"Ragihalli Gate","376"
"Alada Mara Ramamurthy Nagar,RAMAMURTHI NAGARA,OPPOSITE OF HI-FASHION FAMILY STOP","378"
"Foreman Training Insititue,GORAGUNTEPALYA,OPPOSITE OF MODERN BREAD FACTORY","378"
"Ambedkar Nagara,AMBEDKARNAGARA","380"
"Hoysala Nagara Sunkadakatte","380"
"Jalahalli cross","380"
"Kaggalipura","380"
"Kodathi Gate","380"
"Mahathma Gandhi Statue,BESIDE CHINNASWAMY STADIUM","380"
"AECS Layout,KUNDALAHALLI,OPPOSITE OF BROOK FIELD","382"
"Jangal Palya","382"
"Magadi Road TollGate,RAJAJINAGARA INDUSTRIAL TOWN,BESIDE GANAPATHI SERCVICE STATION","382"
"Manjunatha Nagara,MANJUNATHA NAGARA,BESIDE VENKATESHWARA ENTERPRISES","382"
"Rajaji Nagar Industrial Area,RAJAJINAGARA INDUSTRIAL TOWN,BESIDE VEERANJANEYA TEMPLE","382"
"Rajajinagara ESI,SHIVANAGARA,BESIDE BHARATH CAR FITTING","382"
"Subbaiah Circle,BESIDE SEETHA LAKSHMI TOWER, KSBCL","382"
"80 Feet Road Kalyan Nagara,KALYANA NAGARA,IN FRONT OF CROMA ELECTRONICS MEGASTORE","384"
"Geddala Halli,GEDDALAHALLI,BESIDE MARUTHI MEDICALS AND GENERALS STORES","384"
"HORAMAVU PETROL BUNK,BANASAWADI,BESIDE UDUPI SAGAR HOTEL","384"
"HSR BDA COMPLEX","384"
"Hebbagodi","384"
"Hennuru Junction,HENNURU,OPPOSITE OF FLORENCE FRORIDA GROUP OF INSTITUTIONS","384"
"KG Halli Bridge,KAMMAGONDANAHALLI,NEAR RAILWAY BRIDGE","384"
"Laggere Arch,KEMPE GOWDA LAYOUT,IN FRONT OF ANGALA PARAMESHWARI TEMPLE ARCH","384"
"RMS,SANJAYA NAGARA,BESIDE RAMDEV NOVELITIES STORES","384"
"Sanjay Nagara,SANJAYA NAGARA,BESIDE JYOTHIVANA PARK","384"
"Vijaya Bank Colony,DODDA BANASAWADI,IN FRONT OF CACHE FURNITURE LIMITED, S.J.C.COMPLEX","384"
"Carmelaram Gate","386"
"Dommasandra Circle","386"
"B Narayanapura,B.NARAYANA PURA,OPPOSITE OF HOME CITY ZUZRI FUNITURE","388"
"Jalahalli West,INDIAN AIR FORCE JALAHALLI,IN FRONT OF AIR FORCE QUARTERS","388"
"Koppa Gate Bannergatta Road","388"
"Kumaraswamy Layout,KUMARA SWAMY LAYOUT,BESIDE BMTC MAIN BUS STAND","388"
"Doddakannalli","390"
"Hampinagara 7th Cross,VIJAYANAGARA,BESIDE GOMINI MEDICALS","390"
"Nagarabhavi BDA Complex,NAGARABHAVI 2ND STAGE,BESIDE BDA COMPLEX NAGARABHAVI","390"
"Ragigudda,JAYANAGARA 9TH BLOCK,OPPOSITE OF CENTRAL MALL","390"
"Reliance Petrol Bunk Guragunte palya,GORAGUNTEPALYA,OPPOSITE OF RELIANCE PETROL BUNK","390"
"Uttarahalli,UTHARAHALLI,BESIDE BMTC MAIN BUS STAND","390"
"Yarab Nagara,BANASHANKRI 2ND STAGE KAVERI NAGARA,BESIDE BRAHMALINGESHWARA CONDIMENTS","390"
"Devi Nagara,LOTTEGOLLAHALLI,BESIDE CHOWDESHWARI TEMPLE","392"
"Electronic City Wipro Gate","392"
"K R Puram","392"
"Karthik Nagara,MARATHAHALLI,OPPOSITE OF WATER TANK","392"
"Kumbalagodu,KUMBALAGUDU,IN FRONT OF GOVERNMENT SCHOOL","392"
"Padmanabha Nagara,PADMANABHA NAGARA,OPPOSITE OF STATE BANK OF INDIA","392"
"Mahalakshmi Layout Cross","396"
"Mariyappana Palya,MARIYAPPANA PALYA,OPPOSITE OF DODDAMMA TEMPLE","396"
"Nandhini Layout Bus Station,NANDINI LAYOUT,BESIDE BMTC MAIN BUS STAND","396"
"Saraswathipura,SARASWATHI PURAM MAIN ROAD,IN FRONT OF SATHYA SHRUTHI GANAPAHTI TEMPLE","396"
"Shankar Nagara,SHANKARA NAGARA,IN FRONT OF SYNDICATE BANK ATM, OPPOSITE OF SYNDICATE BANK","396"
"University Quarters,JNANABHARATHI,BESIDE UNIVERSITY QUARTERS","396"
"BDA Complex koramangala,KORAMANGALA RING ROAD,OPPOSITE OF BDA COMPLEX","398"
"Canara Bank Hebbala,FRAZER TOWN,IN FRONT OF V.R.SHABBIR AHMED STORES","398"
"Johnson Market","398"
"Poornima Talkies,NEW MISSION ROAD,BESIDE JAYALAKSHMI BAKARY","398"
"Geddala Halli","400"
"Marathahalli Bridge,MARATHAHALLI,IN FRONT OF ACER GREENS","400"
"Electronic City,ELECTRONIC CITY,OPPOSITE OF N.T.T.F. INSTITUTE","402"
"Govindapura Cross,ARABIC COLLEGE,OPPOSITE OF A.B.MANSION","402"
"Kamalanagar 8th Main,BASAVESHWARANAGARA,IN FRONT OF MALNAD SUGGI HOTEL","402"
"Military Dairy Farm,BESIDE ESTEEM MALL","402"
"RRSchool,IN FRONT OF RAJESHWARI SCHOOL","402"
"Doddanekkundi,DODDANEKUNDI,IN FRONT OF NIRMALA NURSING HOME","404"
"Jn OF B CHANNASANDRA,CHANNASANDRA, RAMAMURTHY NAGARA,OPPOSITE OF ANDREWS WOOD CRAFTS","404"
"Mahadevapura,MAHADEVAPURA,IN FRONT OF TEJA MARBLE CENTER","404"
"Swaminarayana Gurukul","404"
"Krishnarajendra Market,KR MARKET,OPPOSITE TO JAMMA MASJID","406"
"MS Palya,MOHAMMAD SAB PALYA,BESIDE STATE BANK ATM","406"
"Vigneshwara Nagara","406"
"Domlur,DOMLURU,OPPOSITE OF HDFC BANK","408"
"Ganganagara","408"
"HMT Auditorium,H.M.T.,NEAR H.M.T.AUDITORIUM","408"
"Jayamahal,JAYAMAHAL,BESIDE SAI SAGAR HOTEL","408"
"SINGAYYANPALLYA,HOODI,OPPOSITE OF BIMAL AUTO AGENCY","408"
"Jayanagara 5th Block,JAYANAGARA 5TH BLOCK,BESIDE AIR WAAVE","410"
"Kaval Byrasandra,RT NAGAR POST,OPPOSITE OF ANJANEYA TEMPLE","410"
"Kothnuru Cross,HARI NAGARA,IN FRONT OF EAPI GROUP APARTMENTS","410"
"Pushpanjali Talkies,SULTHANPALYA, RT NAGARA,OPPOSITE OF LAL BAHADUR SHASTRI GOVT FIRST GRADE COLLEGE","410"
"Shivananda Stores,KUMARA PARK EAST,BESIDE BHARATH SEVADAL","410"
"Aerodrum Devanahalli Road","412"
"Carmel Convent Jayanagara,JAYANAGARA 4TH T BLOCK,BESIDE CARMEL CONVENT","412"
"Jayanagara General Hospital,JAYANAGARA 4TH T BLOCK,BESIDE UDUPI UPAHAR","412"
"Kuvempu Circle,JALAHALLI,BESIDE OPEN AREA","412"
"Pump House Jayanagar East End,JAYANAGARA 9TH BLOCK,BESIDE SURABHI ARTS","412"
"Swastik,SHESHADRI PURAM,IN FRONT OF PRASANNA ANJANEYA TEMPLE","412"
"Gangenahalli,GANGENAHALLI,BESIDE MILITARY COMPOUND","414"
"Kalyananagara Bus Stand,KALYANA NAGARA,OPPOSITE OF PANASONIC SHOW ROOM","414"
"ITC,COOKES ROAD,OPPOSITE OF MANJIT DHABA","416"
"Kamalanagar 8th Main,BASAVESHWARANAGARA,BESIDE NOKIA MAXTEL MOBILE SHOW ROOM","416"
"Srinivasa Temple,MAHALAKSHMI LAYOUT,OPPOSITE OF SRINIVASA TEMPLE","416"
"Yadalam Nagara,YADALAM NAGARA,IN FRONT OF SRI MANIKANTA SOUND SYSTEM","416"
"Gopalapura,RAJAJINAGARA,IN FRONT OF RINJU BAKERY","418"
"Kasturi Nagara,KASTURI NAGARA,OPPOSITE OF SRISHANT TOWER","418"
"MS Ramaiah Hospital New BEL Road,DEVASANDRA,BESIDE OPEN AREA","418"
"Manyatha Tech Park,NAGAVARA,IN FRONT OF IBM MANYATA EMBASSY BUSINESS PARK","418"
"Sadashivanagara Police Station,SADASHIVA NAGARA,BESIDE OPEN AREA","418"
"Ambedkar College Circle,80FEET OUTER RING ROAD,BESIDE AMBEDKAR COLLEGE","420"
"Dommasandra ","420"
"Govindapura Cross","420"
"Jn of 80 and 100 Feet Road,KORAMANGALA RING ROAD,OPPOSITE OF OASIS CENTER & LIFE STYLE","420"
"Kadirenahalli Village,KADIRENAHALLI,IN FRONT OF BELURU IYENGAR BAKERY","420"
"Kempapura,HEBBALA,IN FRONT OF BHAVANI ENTERPRISES","420"
"Lalbhagh Main Gate,DODDAMAVALLI,BESIDE DURGA BEARINGS PVT.LTD.","420"
"Sreenivagilu,KORAMANGALA RING ROAD,BESIDE ASC NORTH COMPLEX","420"
"Bank Colony Nagarbhavi Road,BYRAVESHWARA MAIN ROAD,IN FRONT OF MAHESH SEAT COVERS BAG SHOP","424"
"Jalahalli Cross Ayyappa Temple,JALAHALLI WEST,IN FRONT OF AYYAPPA TEMPLE","424"
"Kalyana Nagara,KALYANA NAGARA,IN FRONT OF MANAPURAM GOLD LOAN","424"
"Maruthi nagara,MARUTHI NAGARA,OPPOSITE OF OXFORD SCHOOL","424"
"Nagarabhavi Circle,NAGARABHAVI,BESIDE K.N.N.COMPLEX","424"
"Babusab Palya,KALYANA NAGARA,IN FRONT OF HOTEL LITTLE IMPERIAL","426"
"Jalahalli East,JALAHALLI EAST,BESIDE OPEN AREA","426"
"Jn Of Kanteerava Studio,KRISHNANANDA NAGARA,IN FRONT OF MALABAR BEKARY","426"
"Krishnananda Nagara Mahalakshmi Nagara,KRISHNANANDA NAGARA,IN FRONT OF GANESHA TEMPLE","426"
"Mahalakshmi layout,MAHALAKSHMI LAYOUT,IN FRONT OF CHETHANA CLINIC, DCB BANK ATM","426"
"Nagavara Junction,NAGAVARA,IN FRONT OF HOTEL REDDYS RESTAURANT, J.B.J.COMPLEX","426"
"Allalasandra Gate Yalahanka","428"
"KR Circle,VASANTHA NAGARA,BESIDE SJP COLLEGE","428"
"Swastik ,NEHARU NAGARA,BESIDE SSR TRAVELS","428"
"BDA Complex koramangala,KORAMANGALA RING ROAD,OPPOSITE OF ICICI BANK","430"
"Basaveshwara Nagara Circle,BASAVESHWARANAGARA,IN FRONT OF MUNESHWARA STORES","430"
"Jinnasandra Gate","430"
"Kaikodrahalli","430"
"Kundalahalli Gate,KUNDALAHALLI,OPPOSITE OF HYPER CITY","430"
"Lingarajapuram","432"
"Moodalapalya Circle,Moodalapalya Circle,IN FRONT OF VINAYAKA CLOTH STORE","432"
"Priyadarshini Layout Mudlapalya,PRIYADARSHINI LAYOUT,IN FRONT OF AUJAN GLASS & PLYWOODS","432"
"R T Nagar post Office,RT NAGARA,OPPOSITE OF NEW SHANTHI SAGAR HOTEL","432"
"Saraswathi Nagara Vijayanagara Bank Colony,POOJAPPA LAYOUT,NEAR BY VISHVESHWARAYA CREDIT CO-OPERATIVE BANK","432"
"Akkithimmana halli,SHANTHI NAGARA,IN FORNT OF METRO POLES","434"
"Doopanahalli,INDIRA NAGARA,BESIDE RELIANCE DIGITAL","434"
"HAL 12th Main,HAL 2ND STAGE,BESIDE AXIS BANK","434"
"HAL 6th Main,HAL 2ND STAGE,BESIDE BANK OF BARODA","434"
"Jayamahal  extention","434"
"Nanjappa Circle,SHANTHI NAGARA,OPPOSTIE OF KARNATAKA HOUSING ASSOCIATION","434"
"New Horizon School,HAL 2ND STAGE,BESIDE NAC HOME","434"
"Anekal ,ANEKAL,BUS STAND","436"
"Hebbala Bridge,HEBBALA,OPPOSITE OF GAYATHRI LAKE FRONT","436"
"Mahalakshmi Layout Entarence,MAHALAKSHMI LAYOUT,IN FRONT OF ASSISTANT COMMISSIONER OF COMMERCIAL TAXES","436"
"NGEF Layout Nagarabhavi,NGEF LAYOUT,OPPOSITE OF TEJASWINI PHARMA","436"
"Madivala Mosque,KORAMANGALA 2ND BLOCK,IN FROUNT OF UJWAL FAB INDIA","438"
"Marenahalli,JP NAGARA 1ST PHASE,BESIDE 3M CAR CARE","438"
"Prashanthanagar,VIJAYANAGARA,OPPOSITE OF SHOBA NURSING HOME","438"
"Udupi Garden 16th Main,BTM Layout,Opp Axis Bank","438"
"Ashrama Nelamangala","440"
"BMTC Depot-15 Koramangala","440"
"Govindaraj Nagara,GOVINDARAJA NAGARA,IN FRONT OF GOVINDARAJA SWAMY TEMPLE","440"
"Jn of 80 and 100 Feet Road","440"
"Shivananda store,NEHARU NAGARA,BESIDE DESAI NURSING HOME","440"
"BTL College,BOMMASANDRA,OPPOSITE OF NARAYANA HRUDALAYA HOSPITAL","442"
"Bellanduru Gate Sarjapura Road","442"
"Rahmath Nagara,RT NAGARA,IN FRONT OF NANDINI HOTEL","442"
"EMC2,DODDANEKUNDI,IN FRONT OF TOTAL MALL","444"
"Ganesha Temple,HAL 3RD STAGE,OPPOSITE OF GANESHA TEMPLE","444"
"Jn Of Ring Road Channasandra,RAMAMURTHI NAGARA,BESIDE RAILWAY BRIDGE","444"
"John Fowler,KORAMANAGALA,OPPOSITE OF KSRP QUARTERS","444"
"Betta Halli Layout,DODDA BETTAHALLI LAYOUT,BESIDE OPEN AREA","446"
"Coles Road,FRAZER TOWN,IN FRONT OF MY SMART SHOP","446"
"Glass Factory,UMAR NAGARA,IN FRONT OF AL-PLAZA FUNCTION HALL","446"
"Mariyappana Palya,RAJIAJINAGARA 2ND BLOCK,BESIDE GAYATHRIDEVI PARK","446"
"Konanakunte,KONANAKUNTE,IN FRONT OF ABNAR PROVISION STORES","448"
"Subramanyapura Co-operative Society,SUBRAMANYA PURA,BESIDE K.E.B.","448"
"Subramanyapura Police station,SUBRAMANYA PURA,IN FRONT OF YADALAM ADI LAKSHMAMMA SUBBAIAH SHETTY MIDDLE SCHOOL","448"
"BEL Circle,JALAHALLI,BESIDE PARK","450"
"BTM water Tank,BTM LAYOUT,OPPOSITE OF CORPORATION BANK","450"
"MICO Layout,BTM LAYOUT,IN FRONT OF METRIC STREAM","450"
"Navarang Talkies,MAHALAKSHMIPURAM,BESIDE PRERANA MOTORS","452"
"RVDental College,JP NAGARA 1ST PHASE,BESIDE R.V.COLLEGE","452"
"Thirumala Daba,ATTUR LAYOUT,BESIDE OPEN AREA","452"
"Veeranna Palya,VEERANNAPALYA, NAGAVARA,OPPOSITE OF INDIAN OIL PETROL BUNK","452"
"Nice Road Junction Kengeri,KENGERI,OPPOSITE OF BMTC DEPOT NO 12","456"
"Raja Rajeshwari Temple,RAJESHWARI NAGARA,BESIDE RAJA RAJESHWARI TEMPLE","456"
"Rajaji Nagara Ramamandira,RAJAJI NAGARA,OPPOSITE OF SRI RAMA TEMPLE","458"
"Saalu Hunase","458"
"Yelahanka,YELAHANKA,BESIDE RAJU MEDICALS","460"
"Canara Bank ,FRAZER TOWN,IN FRONT OF SANTHOSH JEWELERS","462"
"Kamakya Talkies,BANASHANKARI 3RD STAGE,IN FRONT OF NISARGA BDA ENCLEVE","462"
"PETROL BUNK,RAJA RAJESHWARI NAGARA,OPPOSITE OF INDIAN OIL PETROL BUNK","462"
"Chikkabettahalli,CHIKKA BETTAHALLI,BESIDE SRI KRISHNA IYENGARS BAKERY & SWEETS","464"
"Dasarahalli Kere,BASAVESHWARANAGARA,IN FRONT OF INDIAN OIL PETROL BUNK","464"
"Glass Factory,AVALAHALLI,OPPOSITE OF GLASS FACTORY","464"
"Machohalli Cross","464"
"Charles School,SAGAYAPURAM,OPPOSITE OF ST CHARLES CONVENT","466"
"Jayanagara 9th Block East","466"
"Matada Halli,RT NAGARA POST OFFICE,OPPOSITE OF SHRI RADHAKRISHNA THEATER","466"
"Varthuru Kodi,WHITEFIELD,BESIDE MANAPURAM GOLD LOAN (LEFT SIDE)","466"
"Clarence School,FRAZER TOWN,IN FRONT OF MIZPAH TELUGU CHURCH","468"
"Laggere Cross,PEENYA 2ND STAGE, 3RD PHASE,OPPOSITE OF URBAN ECO PARK, POLLUTION CONTROL BOARD","468"
"Papareddy Palya,PAPAREDDY PALYA,BESIDE SHARADA TIMBERS","468"
"Petrol Bunk,BELLANDUR,IN FRONT OF INDIAN OIL CORPORATION","468"
"Rajagopalanagara Police Station,PEENYA 2ND STAGE, 3RD PHASE,IN FRONT OF INDOVEDIC NUTRIENTS PVT LTD","468"
"Udi Palya Kanakapura Road","468"
"Chamarajapete Ramamandira,CHAMARAJA PETE,IN FRONT OF AXIS BANK","470"
"Mosque Road,FRAZER TOWN,BESIDE GOVT URDU HIGHER PRIMARY SCHOOL","470"
"Jn Of 1st Main 4th Cross,RAJAJINAGARA INDUSTRIAL TOWN,IN FRONT OF SHRUSTI CLINIC","472"
"Ashoka Pillar,JAYANAGARA 1ST BLOCK,BESIDE HEMACHANDRA KALYANA MANTAPA","474"
"BEL Circle,BHARAT ELECTRONICS LIMITED,IN FRONT OF BHARAT ELECTRONICS LIMITED PARK","474"
"BTM Layout,BTM Layout 2nd Stage,Kuvempunagara Bus Stand","474"
"Mallige Hospital Siddapura,SIDDAPURA,OPPOSITE OF MALLIGE HOSPITAL","474"
"P&T Kadugondanahalli Police Station","474"
"Siddapura,SIDDAPURA,OPPOSITE OF GOVT.PRIMARY SCHOOL","474"
"HMT Layout,RT NAGARA,OPPOSITE OF VIJAYA BANK","476"
"Laggere Bridge,LAGGERE,BESIDE MATHRU NURSING HOME","476"
"ASC Center,AUSTIN TOWN,BESIDE QUARTERS","478"
"Channasandra,OPPOSITE OF MUTHOOT FINANACE","478"
"Devasthana,NANDINI LAYOUT,IN FRONT OF SHANIMAHATHMA TEMPLE","478"
"Ramamurthinagar Police Station,RAMAMURTHI NAGARA,IN FRONT OF POLICE STATION","478"
"Sonal Garments,PEENYA INDUSTRIAL AREA,OPPOSITE OF SONAL GARMENTS","478"
"Bangalore Univercity Gate Mysore Road","482"
"Pushpanjali Talkies,RT NAGARA,IN FRONT OF LAL BAHADUR SHASTRI GOVT FIRST GRADE COLLEGE","482"
"Vidhana Soudha,BESIDE VIDHANA SOUDHA","482"
"Agara Cross","484"
"Hebbal","484"
"Kuppa Reddy Kere","484"
"Saala Doddi","484"
"Shanimahathma Temple","484"
"Chikka Bommasandra","486"
"Gangenahalli","486"
"Jai Bharath Nagara,MARUTHI SEVA NAGARA,IN FRONT OF LAKSHMI VENKATERSHWARA IYENGAR BAKERY","486"
"Maruthi Seva Nagara,MARUTHI SEVA NAGARA,IN FRONT OF MY HOME MEDICALS","486"
"Military Bridge","488"
"Shanthinagar Bus Stand,SHANTHI NAGARA,BESIDE BMTC BUS STAND BIG BAZAAR","488"
"Central Silk Board","490"
"Hebbal,HEBBALA,BESIDE PITTY SHOP","490"
"Srinagara,Hanuman temple","490"
"Atturu Layout Yelahanka Road,ATTUR LAYOUT,BESIDE OPEN AREA","492"
"Cauvery Nagara,BANASHANKRI 2ND STAGE KAVERI NAGARA,BESIDE BANASHANKARI STORES","492"
"Clarence School","494"
"14th Main HSR Layout,HSR LAYOUT,OPPOSITE OF RELIANCE AUTOZONE","500"
"Canara Bank Vidyaranyapura,VIDYARANYAPURA,BESIDE SHIVA BAR & RESTAURANT","500"
"HSR Appartment,HSR LAYOUT,IN FRONT OF FEMHILL GARDENS APARTMENT","500"
"Hampinagara RPC Layout,LAST BUS STOP","500"
"Mother Dairy","500"
"RC College,VASANTHA NAGARA,BESIDE R.C.COLLEGE","500"
"Veterinary College","500"
"Hosakote Bus Stand","502"
"Coles Road,FRAZER TOWN,IN FRONT OF CANARA BANK","504"
"Janatha Bazar,BANASHANKARI 3RD STAGE,IN FRONT OF SHIVA SHANKARA SABHANGANA","504"
"Lakshmipura","504"
"Vasanthapura,VASANTHAPURA,IN FRONT OF VASANTHA VALLABHARAYA SWAMY TEMPLE","504"
"Tanisandra","506"
"Weavers Colony Nelamangala","506"
"Central Silk Board,BTM LAYOUT MADIWALA,OPPOSITE OF CENTRAL SILK BOARD","508"
"Gokula,MATHIKERE,IN FRONT OF VENKATESHWARA SWAMY TEMPLE","508"
"Netakallappa Circle,BASAVANAGUDI,BESIDE JANAPRIYA BAR & RESTAURENT","508"
"Ramakrishna Ashrama,SHANKARAPURAM,IN FRONT OF SBI BANK","512"
"Igglur,CHANDAPURA POST & ANEKAL TALUK,BEHIND SRI VENUGOPAL SWAMY TEMPLE","514"
"Mahalakshmi Layout,MAHALAKSHMI LAYOUT,BESIDE BMTC MAIN BUS STAND","514"
"NAGAVARA JUNCTION","514"
"Jn of Hosur Road","516"
"Nelamangala,NELAMANGALA,BESIDE NELAMANGALA BMTC BUS STAND","516"
"Nursery","516"
"TB Stop Nelamangla Road","516"
"Vijaya College,BASAVANAGUDI,OPPOSITE OF INFORMATICS","516"
"Apex Bank,BANASHANKARI 1ST STAGE HANUMANTHA NAGARA,BESIDE PLANTS SHOW  ROOM","520"
"Harishchandra Ghat,GAYTHRI NAGARA,BESIDE HARISHCHANDRA GHAT","522"
"Navarang Talkies,RAJAJINAGARA,BESIDE GOKUL VEG HOTEL","522"
"Divanara palya,DIVANRA PALYA, MATHIKERE,IN FRONT OF DEEPTHI ENGINEERING","524"
"Kempapura,HEBBALA,OPPOSITE OF SHRI BHAVANI ENTERPRISES","524"
"Ramaiah College Mathikere,MATHIKERE,IN FRONT OF AMRUTHA KABAB CENTRE","524"
"Vijaya Bank Colony,DODDA BANASAWADI,OPPOSITE OF CACHE FURNITURES LIMITED","524"
"Mahalakshmi Layout Entarence,RAJAJINAGARA 1ST BLOCK,OPPOSITE OF AKASH AUTO CONSULTANT","526"
"Arishinakunte","528"
"Dodda Bommasandra,DODDA BOMMASANDRA,BESIDE S.B.BAKERY","528"
"Jayanagara Bus Stand,JAYANAGARA 4TH BLOCK,BESIDE KCC BUILDING","528"
"Maharani College,VASANTHA NAGARA,BESIDE MAHARANI COLLEGE","528"
"BChannasandra,RAMAMURTHY NAGARA,UNDER PASS ENTRANCE","530"
"Devanna Palya","530"
"Uttarahalli KR Hospital,UTHARAHALLI,OPPOSITE OF I.C.I.C.I.BANK","530"
"Yeshwanthpura Tollgate,YESHAWANTHAPURA,IN FRONT OF KENDRIYA VIDYALAYA","530"
"Dinnur,RT NAGARA,IN FRONT OF ANUGRAHA WINES","532"
"Madhavan Park,JAYANAGARA 2ND BLOCK,OPPOSITE OF RAMAKRISHNA NURSING HOME","532"
"Sangam Circle,JAYANAGARA 8TH BLOCK,BESIDE BANGALORE WATER SUPPLY","532"
"80 Feet Road Kalyan Nagara,KALYANA NAGARA,OPPOSITE OF SATISH SAGAR HOTEL","534"
"Manyatha Tech Park,NAGAVARA,OPPOSITE OF IBM MANYATA COMPANY","534"
"Dasanapura","536"
"Sompura Gate","536"
"Yamare","536"
"Adakamaranahalli","538"
"Chikka Banawara Sante Beedi,CHIKKA BANAVARA,BESIDE NANDINI MILK PARLOUR","538"
"Chikkalsandra Canara Bank Colony,CHIKKALASANDRA,OPPOSITE OF STATE BANK OF MYSORE","538"
"B Narayanapura,B.NARAYANA PURA,OPPOSITE OF MORE MEGA STORE","540"
"Dodda Nekkundi,DODDANEKUNDI,NEAR BY CAFE COFFEE DAY","540"
"Karthik Nagara,MARATHAHALLI,IN FRONT OF A.P.RESIDENCY, GUEST HOUSE","540"
"Lalbhag West Gate,BASAVANAGUDI,BESIDE TECHNOMARK TELEVISION","540"
"Mahadevapura Cross,MAHADEVAPURA,IN FRONT OF MTB MANGALAMERU KALAYANA MANTAPA","540"
"Dhobhi Ghatt,RAJAJI NAGARA,OPPOSITE OF BWSSB SERVICE STATION","542"
"Sarjapura Bus Stand","542"
"Muslim Colony Kadugondanahalli","546"
"Sarjapura Cross,HSR LAYOUT,IN FRONT OF SHOBHA GRANET APARTMENT","546"
"St Patric Church","546"
"Tippasandra Market,THIPPASANDRA,BESIDE VINAYAKA MEDICALS","548"
"Vijayanagara TTMC,REMCO LAYOUT, VIJAYANAGARA,BESIDE DR. SHETTY MATERNITY CLINIC","548"
"Babusab Palya,KALYANA NAGARA,IN FRONT OF SHRI R.V.PLAZA","550"
"Jn of Hennur Cross,HENNURU,OPPOSITE OF NAVAJEEVA ASHRAM, NEW LIFE COLLEGE","550"
"Silk Farm","550"
"Vidhyaranyapura 1st Block,VIDYARANYAPURA,BESIDE SRI SAPTHAGIRI FOOD BAZAAR","550"
"RTNagara Police Station,RT NAGARA,BESIDE POLICE STATION","552"
"Devi Nagara,LOTTEGOLLAHALLI,BESIDE OPEN AREA","554"
"Kengunte,KENGUNTE, MALLATHAHALLI,BESIDE KANYAKUMARI HIGH SCHOOL","554"
"Kuvempu Circle,JALAHALLI,BESIDE A.G.N.ELECTRICALS","554"
"MINERVA MILL","554"
"New Horizon College,DEVARA BISANAHALLI, KADABEESANAHALLI,BESIDE SALAPURIA TOUCH STONE","554"
"Vidyaranyapura,VIDYARANYAPURA,BESIDE B.M.T.C. BUS STAND","554"
"HMT House,JALAHALLI,BESIDE OPEN AREA","556"
"Matada Halli,RT NAGARA POST OFFICE,BESIDE SHRI RADHAKRISHNA THEATER","556"
"Rajaji Nagara Entrance,RAJAJI NAGARA,M.E.POLYTECHNIC COLLEGE","556"
"Chikkallasandra Aralimara,CHIKKALASANDRA,IN FRONT OF BESCOM OFFICE","558"
"Bhadrappa Layout,BHADRAPPA LAYOUT,BESIDE OPEN AREA","560"
"Forties Hospital,BESIDE SIGMA MALL","560"
"Jyothi Farm","560"
"MVJ College,OPPOSITE OF ENCHANTED WOODS","560"
"Magadi Road 1st Cross,BANGALORE RAILWAY STATION,OPPOSITE OF LEPROSI HOSPITAL","560"
"Vajramuneshwara Gate","560"
"Bangalore High School,SHANKARAPURAM,IN FRONT OF MARATHA HOSTEL","562"
"Janatha Bazar,BANASHANKARI 3RD STAGE,OPPOSITE OF SHIVA SHANKARA SABHANGANA","562"
"NTTF,N.T.T.F.CROSS,IN FRONT OF NEW TIMBER INDUSTRY","562"
"Central,SHESHADRI PURAM,BESIDE CENTRAL CONVETION HALL","564"
"Depot-25,HSR LAYOUT,OPPOSITE OF SAROVARA APARTMENT, DEPOT 25","564"
"Hennur Cross","564"
"Jaymahal Extension","564"
"St Josephs School","564"
"BEL Market,JALAHALLI,BESIDE OPEN AREA","566"
"Munish Hospital","566"
"Ramakrishna Hegde Nagara","566"
"Chamarajapete,CHAMARAJA PETE,IN FRONT OF MANAPURAM GOLD","570"
"Jyothi School Lingarajapura,KACHAKARANAHALLI","570"
"Vigneshwara Nagara,SUNKADA KATTE,IN FRONT OF SALLAPURADAMMA TEMPLE","570"
"Cheemasandra Gate","572"
"Horamabu petrol bunk,BANASAWADI,OPPOSITE OF UDUPI SAGAR HOTEL","572"
